order_id,customer_id,product_id,order_date,quantity,total_amount
383,886,22,2025-02-03,2,632.24
384,650,154,2025-01-20,4,507.36
385,798,136,2025-03-14,5,129.1
386,270,182,2025-04-13,2,365.64
387,787,92,2025-04-04,5,2276.1000000000004
388,503,170,2025-03-11,5,2210.4
389,245,67,2025-01-15,3,369.78000000000003
390,71,169,2025-06-04,4,69.8
391,132,2,2025-06-11,2,950.14
392,537,115,2025-07-06,2,97.08
393,673,51,2024-12-03,5,2080.95
394,502,58,2024-08-28,4,1436.28
395,953,184,2024-08-29,3,528.0
396,303,123,2025-07-16,1,30.95
397,404,21,2024-09-25,2,79.68
398,603,79,2024-10-06,2,187.9
399,10,159,2024-10-13,5,135.85000000000002
400,912,103,2025-07-23,2,773.1
401,40,100,2025-06-14,2,755.44
402,747,98,2025-05-12,5,54.800000000000004
403,963,162,2025-05-02,4,1894.4
404,649,155,2025-01-12,5,1748.1
405,214,199,2024-11-27,1,444.82
406,872,170,2025-01-19,1,442.08
407,595,13,2024-12-21,1,440.3
408,602,199,2025-07-06,3,1334.46
409,325,140,2025-08-11,1,145.9
410,103,128,2024-11-18,4,833.96
411,290,154,2024-10-20,2,253.68
412,218,190,2025-03-03,4,36.72
413,400,17,2025-02-16,5,750.6999999999999
414,921,148,2025-05-01,3,869.22
415,893,60,2025-06-23,2,73.36
416,746,94,2025-02-20,4,765.08
417,704,101,2025-04-09,5,189.5
418,909,118,2025-04-16,4,1751.0
419,879,141,2024-10-18,3,31.799999999999997
420,788,40,2025-04-17,3,538.5600000000001
421,718,105,2025-05-04,2,148.38
422,432,177,2025-03-11,3,21.69
423,487,112,2025-07-23,4,1176.68
424,135,41,2025-05-08,1,287.5
425,691,8,2025-01-30,1,13.89
426,606,95,2025-01-05,3,1033.26
427,574,28,2025-06-18,1,291.2
428,568,49,2024-09-03,2,311.1
429,159,192,2025-02-08,1,395.37
430,739,31,2025-08-26,4,1528.4
431,731,164,2024-09-16,2,416.6
432,181,60,2025-08-12,5,183.4
433,460,60,2025-04-10,3,110.03999999999999
434,964,89,2025-06-19,2,719.92
435,20,177,2025-05-20,4,28.92
436,663,101,2025-06-08,5,189.5
437,54,46,2025-04-13,4,727.68
438,574,187,2025-07-22,4,958.12
439,644,45,2025-08-11,4,1244.72
440,225,48,2025-03-05,1,228.05
441,363,115,2024-11-22,4,194.16
442,314,60,2024-12-02,2,73.36
443,727,150,2025-01-06,4,1958.6
444,33,159,2024-11-18,1,27.17
445,790,98,2025-02-21,3,32.88
446,384,56,2024-09-18,2,453.34
447,590,160,2025-01-27,5,1665.8000000000002
448,645,80,2025-08-21,3,682.11
449,156,83,2025-02-27,4,486.16
450,386,2,2025-02-14,3,1425.21
451,83,88,2025-02-27,5,155.35
452,618,70,2025-03-30,4,810.96
453,725,15,2025-03-02,3,81.0
454,182,14,2025-06-01,2,648.2
455,488,125,2025-01-19,4,1337.56
456,484,62,2025-08-11,1,422.45
457,868,156,2025-03-18,5,31.099999999999998
458,563,17,2025-08-04,3,450.41999999999996
459,87,98,2025-04-14,5,54.800000000000004
460,223,172,2024-12-13,2,344.86
461,438,141,2025-04-09,1,10.6
462,81,160,2024-12-21,5,1665.8000000000002
463,696,133,2025-03-31,1,287.54
464,210,67,2025-05-18,2,246.52
465,899,70,2024-12-03,1,202.74
466,896,70,2024-11-23,2,405.48
467,893,41,2025-03-11,3,862.5
468,672,127,2024-12-24,2,603.1
469,51,108,2024-11-05,4,381.04
470,666,161,2024-09-26,1,198.38
471,10,169,2025-04-08,1,17.45
472,388,35,2025-02-07,3,956.49
473,895,86,2024-10-01,4,408.76
474,613,107,2025-03-15,4,895.16
475,674,44,2024-09-25,4,1913.16
476,158,13,2024-10-13,3,1320.9
477,72,39,2025-05-16,2,194.72
478,76,1,2025-07-11,5,2253.85
479,319,199,2025-06-01,1,444.82
480,14,41,2025-01-14,2,575.0
481,358,24,2025-07-04,2,174.88
482,857,79,2024-10-09,4,375.8
483,187,104,2025-07-16,4,102.8
484,655,151,2025-02-09,3,225.54000000000002
485,726,146,2025-03-01,4,140.0
486,394,161,2025-01-01,3,595.14
487,105,11,2025-02-01,5,1994.8
488,751,107,2024-11-18,4,895.16
489,159,176,2025-01-15,3,193.86
490,985,160,2025-08-04,4,1332.64
491,236,64,2025-01-08,3,451.79999999999995
492,661,90,2025-04-03,1,412.75
493,926,90,2025-01-02,2,825.5
494,123,167,2024-12-27,1,298.94
495,855,190,2024-11-11,2,18.36
496,440,117,2025-03-23,1,220.63
497,288,157,2025-05-16,1,244.85
498,522,113,2025-06-12,3,272.52
499,171,64,2024-12-05,2,301.2
500,308,136,2025-07-04,1,25.82
501,87,6,2025-07-31,4,1489.04
502,649,76,2024-11-10,2,193.56
503,812,139,2025-05-23,2,450.08
504,742,50,2024-11-08,5,1077.45
505,992,195,2025-04-06,5,518.1
506,503,159,2024-12-25,4,108.68
507,586,49,2025-02-20,5,777.75
508,118,155,2025-01-25,4,1398.48
509,928,66,2025-01-20,3,758.73
510,862,180,2025-05-02,3,1156.9499999999998
511,408,152,2025-08-03,4,235.16
512,816,143,2024-10-25,2,773.42
513,643,5,2025-08-15,4,95.44
514,294,98,2025-02-04,1,10.96
515,891,188,2025-01-11,3,1464.21
516,99,173,2025-04-29,5,1219.55
517,986,92,2025-07-25,5,2276.1000000000004
518,133,194,2025-08-27,3,733.89
519,742,109,2025-01-11,4,347.2
520,251,107,2025-01-10,5,1118.95
521,156,190,2025-04-05,5,45.9
522,848,177,2025-03-24,5,36.150000000000006
523,592,173,2025-06-17,5,1219.55
524,908,36,2025-04-25,2,972.86
525,569,173,2024-12-23,2,487.82
526,21,26,2025-03-07,4,930.16
527,779,100,2025-07-20,5,1888.6000000000001
528,923,153,2025-01-27,4,306.6
529,386,189,2025-06-08,2,376.82
530,113,131,2024-11-26,3,1204.9499999999998
531,554,25,2025-04-14,2,304.62
532,950,179,2025-05-12,5,1209.3000000000002
533,823,129,2025-07-16,3,521.1899999999999
534,502,144,2025-03-24,2,498.96
535,744,60,2025-05-22,1,36.68
536,918,141,2025-02-08,2,21.2
537,743,64,2024-09-28,3,451.79999999999995
538,98,156,2024-11-02,1,6.22
539,199,97,2025-01-20,1,347.37
540,841,110,2025-03-28,1,149.51
541,652,130,2024-09-06,1,57.41
542,762,156,2025-01-24,3,18.66
543,952,194,2025-06-09,1,244.63
544,301,34,2024-09-08,1,11.22
545,401,165,2025-01-26,5,1156.9
546,947,56,2025-01-09,5,1133.35
547,759,90,2025-07-18,1,412.75
548,721,104,2024-12-01,4,102.8
549,125,81,2025-03-01,4,995.08
550,465,17,2025-06-22,4,600.56
551,972,71,2025-04-03,3,206.88
552,891,35,2024-09-09,5,1594.1499999999999
553,2,18,2024-11-25,5,1365.9
554,284,92,2025-02-19,3,1365.66
555,470,21,2025-04-04,4,159.36
556,5,48,2024-12-24,1,228.05
557,371,55,2025-06-16,5,1867.8999999999999
558,711,86,2025-08-07,1,102.19
559,336,57,2025-07-31,5,491.75
560,963,7,2024-10-07,3,1369.74
561,667,58,2025-02-20,1,359.07
562,764,45,2025-05-31,1,311.18
563,824,184,2025-07-01,2,352.0
564,564,28,2025-02-15,2,582.4
565,240,136,2025-02-13,3,77.46000000000001
566,152,50,2025-05-10,1,215.49
567,433,186,2024-12-29,4,341.16
568,41,133,2025-03-04,5,1437.7
569,316,199,2024-09-26,1,444.82
570,184,23,2025-04-23,5,1617.45
571,338,132,2025-08-17,5,1940.4499999999998
572,39,182,2024-10-21,3,548.46
573,352,58,2025-03-12,2,718.14
574,48,11,2025-04-09,5,1994.8
575,50,116,2025-06-25,1,354.19
576,893,120,2024-10-08,5,2454.7999999999997
577,16,30,2025-05-06,4,560.0
578,681,148,2024-12-19,2,579.48
579,743,64,2025-07-15,1,150.6
580,139,8,2025-02-28,4,55.56
581,37,198,2025-03-31,2,132.1
582,340,153,2025-05-07,1,76.65
583,75,28,2025-01-09,3,873.5999999999999
584,275,29,2024-08-28,2,95.12
585,867,147,2025-07-24,2,791.6
586,696,159,2025-01-03,4,108.68
587,107,161,2025-05-08,5,991.9
588,485,75,2025-02-13,5,803.15
589,167,48,2024-12-16,3,684.1500000000001
590,780,89,2024-10-21,2,719.92
591,28,170,2025-08-10,3,1326.24
592,880,120,2024-11-30,2,981.92
593,897,104,2025-03-14,1,25.7
594,414,7,2025-04-26,4,1826.32
595,244,34,2024-09-14,4,44.88
596,895,81,2024-10-11,2,497.54
597,439,19,2025-07-04,2,922.14
598,890,194,2025-03-28,3,733.89
599,872,154,2024-11-04,2,253.68
600,971,174,2024-10-24,2,151.32
601,278,35,2025-03-16,1,318.83
602,524,41,2024-12-24,5,1437.5
603,302,127,2025-06-18,2,603.1
604,282,199,2025-01-04,5,2224.1
605,353,137,2025-04-23,2,122.88
606,779,150,2025-08-25,2,979.3
607,181,31,2025-03-15,2,764.2
608,189,63,2025-05-18,1,117.77
609,991,195,2024-10-31,4,414.48
610,51,119,2025-08-18,2,700.0
611,183,127,2025-01-28,2,603.1
612,329,49,2025-01-27,2,311.1
613,72,174,2024-12-05,1,75.66
614,476,169,2025-04-16,3,52.349999999999994
615,838,199,2024-10-22,2,889.64
616,251,44,2025-03-19,2,956.58
617,181,34,2025-02-11,2,22.44
618,531,13,2025-05-07,1,440.3
619,431,58,2024-09-23,2,718.14
620,664,41,2024-09-27,2,575.0
621,232,2,2024-12-07,5,2375.35
622,187,37,2025-04-29,5,230.04999999999998
623,493,159,2025-05-10,2,54.34
624,876,144,2025-03-12,2,498.96
625,253,18,2025-03-06,4,1092.72
626,324,199,2025-06-15,2,889.64
627,972,72,2025-06-27,1,236.91
628,354,137,2025-05-29,1,61.44
629,133,120,2024-09-22,1,490.96
630,723,179,2025-01-12,5,1209.3000000000002
631,91,65,2025-02-04,1,61.18
632,115,3,2024-12-03,3,853.47
633,969,166,2025-03-21,4,1823.32
634,139,161,2025-07-19,2,396.76
635,771,123,2025-04-22,3,92.85
636,513,58,2025-03-31,2,718.14
637,189,124,2025-07-13,4,774.4
638,42,39,2025-06-16,4,389.44
639,513,106,2025-03-15,5,239.20000000000002
640,921,137,2025-01-18,3,184.32
641,32,178,2024-10-10,5,2303.05
642,951,100,2024-12-16,2,755.44
643,547,75,2025-06-11,5,803.15
644,968,150,2024-10-11,4,1958.6
645,640,9,2025-01-02,1,316.93
646,336,188,2024-12-26,5,2440.35
647,39,153,2025-07-04,4,306.6
648,924,75,2024-12-24,5,803.15
649,319,89,2025-06-23,4,1439.84
650,560,161,2024-11-14,3,595.14
651,584,57,2025-03-03,1,98.35
652,411,34,2024-12-05,4,44.88
653,44,26,2024-09-28,5,1162.7
654,525,57,2025-04-11,4,393.4
655,136,105,2025-01-27,5,370.95
656,120,188,2025-08-24,1,488.07
657,911,184,2025-04-14,5,880.0
658,407,188,2025-04-08,2,976.14
659,140,144,2025-01-22,1,249.48
660,625,23,2025-04-23,2,646.98
661,377,182,2025-04-04,2,365.64
662,778,190,2025-07-09,5,45.9
663,607,5,2024-12-23,1,23.86
664,518,68,2024-09-10,3,161.64000000000001
665,754,49,2025-04-05,1,155.55
666,908,77,2025-01-09,5,1461.6
667,784,102,2025-01-26,3,1391.73
668,463,183,2024-10-03,2,403.86
669,314,130,2025-01-28,1,57.41
670,542,67,2025-02-12,5,616.3000000000001
671,211,144,2025-04-19,5,1247.3999999999999
672,501,34,2025-01-10,4,44.88
673,301,20,2024-09-26,3,91.62
674,218,13,2025-05-16,2,880.6
675,453,129,2025-06-25,1,173.73
676,687,14,2025-02-23,2,648.2
677,183,180,2024-10-23,2,771.3
678,472,21,2024-11-14,1,39.84
679,915,173,2025-07-28,4,975.64
680,91,13,2024-12-12,1,440.3
681,680,16,2025-05-10,5,2104.7
682,271,120,2025-01-23,4,1963.84
683,142,89,2025-08-23,4,1439.84
684,268,197,2025-01-17,4,745.0
685,961,181,2025-07-04,4,1129.28
686,857,35,2024-08-30,5,1594.1499999999999
687,407,41,2025-02-02,4,1150.0
688,952,136,2024-10-16,2,51.64
689,651,102,2024-09-20,2,927.82
690,605,73,2025-08-13,2,615.6
691,720,137,2024-09-11,2,122.88
692,391,89,2025-02-02,1,359.96
693,939,141,2024-11-21,1,10.6
694,155,78,2025-06-05,1,59.54
695,539,188,2025-04-10,3,1464.21
696,188,22,2025-01-21,2,632.24
697,229,68,2025-07-02,4,215.52
698,660,121,2025-03-31,5,1480.3999999999999
699,201,131,2025-07-27,4,1606.6
700,251,131,2025-06-06,2,803.3
701,774,27,2025-01-12,3,150.32999999999998
702,742,87,2024-09-09,2,248.2
703,539,67,2025-05-07,1,123.26
704,265,188,2025-05-24,1,488.07
705,918,115,2025-02-04,1,48.54
706,57,2,2025-06-09,1,475.07
707,646,114,2025-04-25,3,147.78
708,790,57,2024-09-14,4,393.4
709,874,23,2025-07-08,5,1617.45
710,696,3,2025-06-05,4,1137.96
